"created_at","screen_name","followers_count","retweet_count","text"
2020-10-21 10:47:54,"Mirrecogroup",226,3,"Our 1st ever #hemp CAST® Product with international approval.

Sitting about 25% up on #hempcrete &amp; just behind the worlds best (synthetic) counterparts who’ve spent $millions on heavy factories.

Thermally efficient, non-combustible, embodies carbon, #solar powered

#future <U+0001F30D> https://t.co/eCgBZC8PHj"
2020-09-10 08:17:56,"NetZeroUK",10592,0,"On the live stream now @AlokSharma_RDG responds to #ClimateAssemblyUK's report on behalf of the Government and @COP26. <U+0001F64C> https://t.co/n1f0BvXYfu"
2021-02-26 20:22:23,"sunrisemvmt",278145,521,".@JoeBiden can't let $15 minimum wage be left out of the stimulus package

""It's unacceptable, for us to continue to come up with excuses on why we can't do the right thing on behalf of the American people...This is the time for Democrats to fight for working Americans"" -@IlhanMN https://t.co/QfK1ljAa9T"
2021-02-23 20:24:00,"CarbonBrief",93902,6,"Guest post: The threat of high-probability ocean ‘tipping points’ | @climatecom2016 @COMFORTH2020

https://t.co/ElwzYQf2Io"
2019-09-20 13:26:45,"algore",3057070,364,"Policymakers must respond to the call to action from the students leading today’s #ClimateStrike. The power to create change lies within each of us. We can and must join together to win this. #FridaysforFuture"
2020-09-10 17:35:38,"exxonmobil",326103,11,"We teamed up with @alexa99 to develop “Alexa, pay for gas” – a contactless, secure way to pay for gas, now available at over 11,500 Exxon and Mobil stations across the U.S. https://t.co/eLJ1JdHyhb"
2021-02-18 22:27:02,"FirstSolar",30923,0,"Nicholas Riedel-Lynksaer from the Technical University of Denmark reviewed a compelling study of bifacial and monofacial performance using eight different simulation softwares. Watch now to see how PlantPredict measured up. 
https://t.co/PkWnIjsO3v https://t.co/GBHdEo9PHM"
2020-11-24 15:11:00,"Planetary_Sec",115383,63,"<U+0001F1FA><U+0001F1F8> 

The appointment of @JohnKerry to sit on the National Security Council as a climate envoy is an important recognition of #planetarysecurity threats and the need to integrate #climatechange and security policy at the highest levels of government. 

<U+27A1><U+FE0F> https://t.co/C6pzvQ77SG https://t.co/W002xlock0"
2021-02-23 04:49:24,"KateAronoff",77756,20,"There's a lot going on here https://t.co/oQvn7SXR8c"
2020-07-30 10:14:34,"Shell",553814,36,"We have delivered a resilient cash flow in a remarkably challenging environment. 

<U+0001F4C8> See the #ShellResults for the second quarter of 2020 at a glance: https://t.co/VIsY75q0em https://t.co/2zrE6hoyOc"
2021-02-25 05:03:32,"guardianeco",496498,33,"'Unique' petrified tree up to 20m years old found intact in Lesbos https://t.co/iFC54eInOL"
2021-02-25 02:55:01,"nytclimate",101711,36,"President Biden has said he wants to move quickly to electrify the entire federal fleet. But the new contract for postal trucks is going almost completely to internal-combustion engines said the postmaster, Trump appointee Louis DeJoy.
https://t.co/JYeXA9wUyQ"
2021-03-01 18:49:26,"WILDfoundation",10616,0,"Philippine's Blue-Bellied Frog that was thought to be extinct has been found alive. Little is known of this species and is considered one of the rarest, if not THE rarest, frog in the Philippines.

https://t.co/HmIsgbQoca"
2020-11-18 14:09:47,"EmpowerNEnergy",141,3,"""The @EU_Commission has allocated a fresh €82 million for #renewables projects in #Africa as it signed off €990 million worth of initiatives to round out its latest European Fund for Sustainable Development (EFSD)."" @pvmagazine 
https://t.co/dn6rT4drSQ"
2021-02-21 08:24:06,"GretaThunberg",4958570,399,"""Ett träd som fälls och blir biobränsle har vuxit i flera decennier, och det tar lika lång tid att få ett lika stort träd igen.
Och det är tid vi inte har."" - @steffesundstrom  https://t.co/pdj2VI2Df2"
2021-02-15 15:30:36,"IEA",197182,83,"In 2025, renewables are set to become the <U+0001F30D>’s largest source of electricity generation, ending coal’s 5<U+FE0F><U+20E3> decades at the top of the power mix

By then, renewables should supply a third of global electricity <U+26A1><U+FE0F>

Read more <U+2192> https://t.co/UYGUmAHpO3 https://t.co/1AsulZmXpi"
2020-11-17 12:26:00,"UNEP_Europe",23082,3,"We're in the #RacetoZero! Building materials matter for mitigation strategies. Learn why at a virtual dialogue on 18 Nov at 11:20CET. @UNEPIRP will launch its #ResourceEfficiency4Climate report &amp; discuss solutions to cut building emissions! Register<U+0001F449>https://t.co/VlRR9IGKC3 https://t.co/4EPNjATqC5"
2021-02-16 21:41:08,"KateAronoff",77756,8,"I love and need the wonky details about this stuff, but the job of translating that into a direct challenge to ""wind turbines froze and people are dying"" takes a different type of work. That's not on the academics who study this stuff of course, but needs to happen"
2021-02-26 14:11:02,"CarbonBrief",93902,2,"Guest post: How global warming is making power plants produce less electricity | @ecoffel @jsmankin

Read here: https://t.co/O0X5CC8gyj https://t.co/CIL3v1JYdK"
2020-12-09 21:53:32,"ChiefExecCCC",19501,0,"@jbuckland13 Cheers Josh"
2020-12-05 15:30:00,"earthwatch_org",14275,0,"“But these small leaf insects were so precious, like jewels in our laboratory.” Via @nytimes
https://t.co/iFIxW6VHV9"
2021-02-26 13:02:46,"ClimateReality",548045,14,"As communities take action to transition to clean energy, fossil fuel companies are flexing their political muscle to stay in control. But it’s not going to work. https://t.co/rmTZ2IBTrw"
2021-02-25 12:40:01,"Treehugger",354191,3,"6 legs, 2 tails, 1 beautiful puppy named 'Skipper' https://t.co/nnQfx2g5sV #puppies #dogsarefamily https://t.co/BHp6QyhJ0x"
2020-01-13 19:15:24,"CarbonEngineer",6339,21,"A beautiful morning at our #DirectAirCapture pilot facility in #Squamish, BC. Here we have demonstrated our technology's ability to capture CO2–the primary greenhouse gas responsible for #climatechange–directly out of the air around us. Learn more here: https://t.co/Nl21eCfAYA https://t.co/pjGV6FJAIr"
2021-01-15 16:30:28,"YaleClimateComm",68310,13,"Two fire stations built in Salt Lake City in 2018 are equipped with 300 solar panels each and heated and cooled by geothermal energy. https://t.co/Rk2rC1GwvQ https://t.co/tL5Uht2GSw"
2021-02-12 17:30:00,"ClimateCentral",127361,7,"Please join Climate Central on 2/19 at 1pm ET and hear expert panelists unpack the science of misinformation and discuss strategies that help audiences evaluate messages about climate. https://t.co/ARFCfgUe7F  #climatematters"
2020-12-07 21:13:54,"Canadian_Solar",22445,4,"Our Corp VP, Thomas Koerner, recently spoke at Reuters Energy Transition North America. It was a fascinating discussion on how solar and carbon-free energy sources can collaborate to fight climate change. https://t.co/cvunmUkXUU. 
 #MaketheDifference #ETNA2020 #EnergyTransition https://t.co/ODWLYrH9F0"
2021-01-28 07:26:01,"theGCF",49684,18,"<U+0001F4E2> GCF’s Country Programme Guidance is out: https://t.co/IB9vIg0Gj2

Designed for National Designated Authorities, this helps countries develop a GCF Country Programme, ensuring that projects are high quality &amp; most impactful to their adaptation &amp; mitigation needs. #ClimateAction https://t.co/f2nhgMgN87"
2020-06-29 15:12:53,"GermanEnvAgency",1470,2,"You can watch interviews with UBA experts in our online #exhibition - or here: #Interview on greenhouse gas neutrality &amp; #resource #efficiency with Harry Lehmann: https://t.co/ENz4EKm4Ca And Jens Schuberth on #decarbonisation of the #building sector: https://t.co/8LUsGsgjIz"
2021-02-27 11:45:00,"insideclimate",132424,20,"The Gulf Stream system moves 100 times more water than the Amazon River and helps shape weather on both sides of the Atlantic Ocean. Climate change is weakening that system, new research says, and the consequences could be significant.

https://t.co/nwOs8IsftV"
2021-02-17 12:00:00,"Fridays4future",99246,15,"@StanChart @wto Global heating of 1.2°C is already killing the people most affected by the #climatecrisis. One of the biggest financiers of fossil fuels worldwide, @StanChart, is investing in new projects in exactly those places like the Philippines &amp; Indonesia. It's time to #RaiseYourStandards!"
2020-11-11 15:49:28,"ClimateCentral",127361,13,"As the U.S. climate has warmed over the past 50 years, winter is the season when most Americans have seen the biggest temperature shifts. https://t.co/4uORfoBEgq #climatematters https://t.co/4JnWuSoCZ1"
2021-01-05 10:06:01,"EmpowerNEnergy",141,0,"""As the world began to embrace clean energy, research from various environmentalists revealed that more job opportunities based on green technology emerged for approximately 1.8 billion people, 90% of whom live in developing countries"". @ChinaDailyUSA https://t.co/iCWBwHX4hA"
2021-02-13 04:49:31,"ExtinctionR",358387,41,"As temperature increases, people and nature suffer and die. #ActNow https://t.co/gESBicPERP"
2021-02-16 22:29:03,"KateAronoff",77756,6,"Oh and just to note, any version of ""lol well you deserve it Texas"" is maybe the worst possible response here"
2020-06-05 13:38:52,"CBI_CC",13310,3,"Speaking of, we can’t forget the fantastic work carried out by @netzeroUK, the UK’s first Citizens Assembly on Climate Change. Even through COVID-19, the Assemblies still went ahead online with some fantastic discussions taking place on #netzero https://t.co/gcwBCxey7H"
2020-08-05 03:26:24,"Mirrecogroup",226,1,"The Proceedings of the 2nd Australian Industrial Hemp Conference 2020 by @AgriFuturesAU are out...

https://t.co/pXfDTxz3PC

#hemp #renewable #sustainability 
#climatechange #innovation #energy #embodiedcarbon #technology #blockchain #hemptech #decarbonise #hempprocessing #green https://t.co/3sTt68ocqS"
2020-12-04 08:25:31,"OsmundsenTerje",24778,5,"Stolte over Empower's første investering i Nigeria, et av landets største private solkraftverk. Norsk kapital og kompetanse gir fart på det grønne skiftet i Afrika
 @solklyngen @EmpowerNEnergy @pksbertoli @AfrikaEivind @abjartnes @mariusholm @dagiulstein @tveitdal https://t.co/OuEhwnhQox"
2021-02-24 01:35:02,"ErikSolheim",145787,61,"Look at these eyes!  <U+0001F970> 
A Leopard from Jhalana Leopard Safari Jaipur, India <U+0001F1EE><U+0001F1F3><U+3002>

Thanks @MonaPatelT ! https://t.co/RKDMDYtYeR"
2021-02-23 16:49:50,"sunrisemvmt",278145,83,"Your regular reminder that the residents of DC have no representation in Congress. It's past time to make DC a state. 

No taxation without representation, after all. #DCStatehood https://t.co/upwAJ42Ri5"
2019-12-27 22:07:58,"xiyebastida",17397,0,"@WarrensCorner @GretaThunberg @olivepit_ @polyglotale @marco6v @goldsgracie @sabirahmahmud @robbyquesada @realjysgl @darius_korin @F4F_NYC @Fridays4future Yes, agree. But today is the last Friday of December, therefore the last FFF strike of the decade"
2021-01-14 13:03:39,"IPCC_CH",234385,39,".@UNEP released their 2020 #AdaptationGap Report today

#Adaptation is a key pillar of the #ParisAgreement &amp; helps countries reduce the risks &amp; vulnerabilities to #climatechange. 

Learn more <U+2B07><U+FE0F> https://t.co/I7qFBt6X8Q"
2020-12-06 20:00:00,"earthwatch_org",14275,0,"Check out National Geographic’s best animal photos of 2020!
https://t.co/sszzJnVEy6"
2021-02-17 21:57:12,"ScarlettOWest",5074,0,"@drcablepersonal https://t.co/AXBUamnaXA"
2021-02-20 12:18:02,"nytclimate",101711,5,"Boiling down the big freeze: 
https://t.co/DqxSBsQHH6"
2020-09-04 14:32:43,"exxonmobil",326103,34,"We teamed up with Amazon @alexa99 to develop “Alexa, pay for gas” – a contactless, secure way to pay for gas, now available at over 11,500 Exxon and Mobil stations across the U.S. https://t.co/WJgsJmEfrh"
2021-01-29 06:45:00,"theGCF",49684,15,"GCF is already heeding calls from the Climate #AdaptationSummit to balance #ClimateFinance support for developing countries between #Adaptation &amp; #Mitigation.

Learn more <U+2B07><U+FE0F> #ClimateAction
https://t.co/hm4gcRKTbm"
2019-11-06 17:51:57,"algore",3057070,126,"Join us this Nov 20-21 for a special 24 Hours of Reality as @ClimateReality Leaders present the timely message of the climate crisis and its solutions to their communities. Learn how you can get involved at https://t.co/YBZFAng6rq #TruthIntoAction https://t.co/cy723q2DH7"
2021-02-19 18:48:20,"AlexandriaV2005",56334,281,"I know Disha Ravi and she is an amazing activist and awesome human! The right to peaceful protest is a human right and we will not be silenced.
Please join me in supporting Disha #StandWithDishaRavi"
2021-01-08 15:24:44,"UNFCCC",786735,213,"2020 tied with 2016 as the warmest year on record, despite a reduction of around 7% of fossil fuel-related CO2 emissions due to COVID19. 

We urgently need to build a global coalition for #netzero greenhouse gas emissions.

@CopernicusECMWF press release: https://t.co/EF0KFM6Tcc https://t.co/5U3UFTj6kq"
2021-01-14 02:31:50,"Planetary_Sec",115383,56,"#Sealevelrise #cities #adaptation #climatechange #innovation #sustainableLiving #future #tech https://t.co/bSZuCxjvqG"
2020-12-22 18:01:02,"c40cities",106474,1,"Washington, D.C.’s climate action plan promises to cut utility bills for the city’s most vulnerable residents in half through its renewable energy programme <U+267B><U+FE0F> #TheFutureWeWant 

@MayorBowser @washingtondc https://t.co/H0ACAKSLkb"
2021-02-23 08:24:00,"CarbonBrief",93902,0,"In-depth: How does Shell’s new ‘pathway’ limit global warming to 1.5C? | @Josh_Gabbatiss w/ comment from @JoeriRogelj and @wim_carton

Read <U+27A1><U+FE0F> https://t.co/hjBxUalKcz https://t.co/aaDvZBjJ58"
2021-01-26 15:14:52,"Climeworks",8337,19,"#Orca update! We're excited to share some real-life images of our new collector design! The first 4 collectors that are a part of our new #DirectAirCapture and storage plant have been mounted! The last 4 will be assembled over the next coming weeks - stay tuned! #RemoveCO2 https://t.co/ceLgR7Swi6"
2020-11-10 16:36:12,"theGCF",49684,9,"GCF Board #GCFB27 approved #mitigation project FP150 with @IDCOLBangladesh to shift the textile industry in #Bangladesh <U+0001F1E7><U+0001F1E9> to a low-emission pathway through capacity building, policy development and supporting energy-efficient equipment. 
<U+2705> Learn more: https://t.co/yLIOidCDfE https://t.co/rh4YC8j62s"
2020-12-09 19:58:02,"exxonmobil",326103,14,"What is energy poverty? See how we’re working to bring safe, reliable energy to more people across the globe: https://t.co/4wDWaXy9JN https://t.co/10XhIumZBl"
2021-03-01 17:17:12,"ClimateBen",56386,1,"@DavidLWindt Stop worrying, David, 'our best estimate is that limiting warming to 2C wouldn't impose great hardship on most of humanity'..."
2021-02-11 16:34:12,"AldersgateGrp",5486,2,"Its vital that we grow our #renewable and low carbon heat supply chains, to achieve this goal government must continue to support the Green Homes Grant and avoid budget cuts. 
https://t.co/ljnXfjb8TA https://t.co/SCY3DyyjvS"
2021-01-25 14:12:31,"EmpowerNEnergy",141,0,"History made: ""Europeans got more of their electricity from renewable sources than fossil fuels for the first time last year"", according to an annual report from @EmberClimate  and @AgoraEW  Click here to read more here: https://t.co/9RcULJ4fX9"
2021-02-19 08:45:05,"AldersgateGrp",5486,2,"Join us and experts from @burohappold @EnvAgency @suez @SMMT @WillmottDixon @Nestle on Tuesday 2 March as we launch “Fostering Prosperity” a report exploring how good regulation can drive #innovation and help us achieve #netzero ambitions. RSVP here: https://t.co/5qO4TzHkaG https://t.co/Ih6kKFAXgC"
2020-12-02 16:54:40,"WILDfoundation",10616,0,"We are thankful for our all-star program directors. They are forces for, and of nature. We hope that these stories will inspire you to take action for biodiversity! 
#Surivivalrevolution #CarbonNeutralNaturePositive
https://t.co/PFoyqNym8z"
2021-02-21 06:02:32,"guardianeco",496498,49,"Texas freeze shows a chilling truth – how the rich use climate change to divide us | Robert Reich https://t.co/YDjp2LCQNx"
2021-01-24 14:00:34,"UNFCCC",786735,61,"Want to learn about climate-friendly diets?<U+0001F349>
<U+0001F449> self-paced course, 2hours

An introduction to the green economy?<U+0001F4B9>
<U+0001F449> self-paced course, 2hours

Financing climate action?<U+0001F4B3>
<U+0001F449> tutorial, 45min

On #EducationDay, take a look at these &amp; other climate courses https://t.co/OjkxGCDMtO https://t.co/iC8eLnJc9M"
2020-10-10 18:50:32,"xiyebastida",17397,4,"It was a pleasure to co-host @TEDCountdown with you Jane! You can all still go check it out on YouTube! Just search Countdown Global Launch"
2020-01-11 07:20:53,"Mirrecogroup",226,0,"3D printed #hemp houses could be the future of cheap, affordable housing via @IntEngineering 

#sustainability #climatechange #innovation #technology #blockchain #housing #3dprinting #carbonarchitecture #carbonneutral #future #lowercarbonfutures 

https://t.co/IdzNN1aQWB"
2021-02-19 20:43:04,"ClimateAdapt",10662,0,"Dennis Mileti, a world-renowned expert on disaster communication and former director of the Natural Hazards Center, has died. 

Mileti succumbed to complications from COVID19 on Jan. 21, 2021. He was 75.

https://t.co/2Ym7B80hg2"
2021-01-29 16:00:00,"WILDfoundation",10616,0,"The recent commitment from the US to protect 30% is the first ever by the government to recognize a target confirmed by both modern and traditional science. This isn't business as usual- join the #survivalrevolution

https://t.co/hZexD7ukOq"
2020-10-28 07:48:46,"Shell",553814,0,"@SittingDuck00 Hi Marcus. All points of view are welcome. We'll put your question forward to the panel. Join the #EnergyDebate on Monday for more."
2019-12-19 08:59:19,"Mirrecogroup",226,2,"Very good article covering the history of #hemp &amp; the likely disruption of multiple industries...

#sustainability #innovation #technology #scienceandtechnology #greentech #future #futurism 

@ZMEScience 

https://t.co/oenJpcXdMp"
2020-12-02 15:30:01,"earthwatch_org",14275,0,"A new project is using drones and artificial intelligence to track great white sharks swimming off the shore of Southern California beaches. Researchers hope that this will allow them to better monitor beaches while learning more about shark migrations.
https://t.co/IkQ5c5v56f"
2020-11-22 17:44:59,"OsmundsenTerje",24778,4,"Battery life: the race to find a storage solution for a green energy future  https://t.co/qweOPx64W1 Litium-Ion  heading the race, but billions are invested in alternatives:Vanadium flow batteries, Liquid air, Gravity storage, Molten salts, a.o. Insightful from @FinancialTimes"
2021-02-20 14:06:02,"Treehugger",354191,8,"You've got avocado pit questions. We've got avocado pit answers. https://t.co/7SwR79YL2y https://t.co/Xhb0wX4LPE"
2021-02-14 18:35:24,"ExtinctionR",358387,0,"@nursecaro13 @GregCipes I don't think so at all. ;) <U+0001F49A>"
2020-11-17 14:07:19,"FirstSolar",30923,0,"Now, 150 @NSGPilkingtonNA employees in Luckey join &gt;1,500 First Solar associates in #Ohio to make the most of the day, helping produce solar modules that deliver the #LowestCarbonSolar available today. #AmericasSolarCompany"
2020-03-26 19:19:17,"xiyebastida",17397,0,"@_WeThePlanet_ @Amansha24 @DaisyJeffrey2 @sofia_realhs @256Solomon @TheresaRoseSeb1 @AyishaSiddiqa12 @olivepit_ @Ilana_Tzipporah @SBenfeld So exciting!! Dm to join us!"
2020-06-11 16:24:29,"Shell",553814,0,"@TWChesus Thanks for the amazing compliment, Tyler!"
2020-10-21 07:06:53,"OsmundsenTerje",24778,2,"Global consortium of grid-companies to push for $10 trillion of clean energy investments in next 10 years  https://t.co/q5W4qUKg35 
This is highly significant, as the system operators 
normally have been among the more hesitant"
2021-01-28 14:24:30,"CANIntl",32551,0,"We call on countries to honour their commitment to the #ParisAgreement &amp; to ensure that updated NDCs are a product of collaborative processes, raise ambition significantly &amp; are in line with principles of equity &amp; fairshares to keep warming below #1o5C
https://t.co/HWC6KYGs6X"
2020-10-22 15:01:00,"OrstedUK",14921,2,"Have you set you time for the virtual #GY10k yet? Our team have been out setting their times - including @emmatoulson1983 &amp; @Lauren_Little <U+0001F64C>Who needs the Tower of Pisa when you have Grimsby Dock Tower?<U+0001F606>If you're taking part, be sure to tag us in your selfies! @OrstedUK https://t.co/6YiTCPCDNj"
2020-08-09 08:21:09,"Planetary_Sec",115383,48,"<U+0001F30F> 

New study argues that ‘the high-end projection for greenhouse gas concentrations is still the most realistic for planning purposes through at least 2050’. 

In: InsideClimate News 
<U+27A1><U+FE0F> https://t.co/peH8A0DEmU

#climatechange #climatechaos2020 https://t.co/uk3gAQSmJF"
2021-02-22 07:17:38,"EUEnvironment",88010,35,"<U+0001F4E2> <U+0001F5D3><U+FE0F>Join us tomorrow afternoon for our latest #EEAAskanExpert <U+0001F399><U+FE0F>discussion on #plastics #singleuseplastics. How can we tackle the plastics problem? Biodegrable plastics? #Recycle more? Join our LIVE Q&amp;A chat where our experts will address your questions<U+23E9>https://t.co/ase7NB0Vh5 https://t.co/GdJNqxLaof"
2021-01-12 08:56:13,"IPCC_CH",234385,65,"#IPCC’s reports are comprehensive &amp; balanced assessments of the state of knowledge on topics related to #climatechange.

All reports go through a rigorous process to ensure the highest quality.

Find out how the IPCC prepares its reports <U+27A1><U+FE0F>  https://t.co/qlbiH8ImKV

#AR6 https://t.co/Sy92FAO8m1"
2021-02-25 17:48:25,"sunrisemvmt",278145,2,"https://t.co/BXmbHJgSqX"
2021-02-25 09:12:51,"EUEnvironment",88010,8,"<U+0001F195>Reducing pressures from #agriculture is key to improving the status of Europe’s #rivers #lakes transitional, coastal #waters and #seas as well as #groundwater bodies according to our latest report out today <U+23E9> https://t.co/gJBC2Lduox https://t.co/c8Y9jOhbj6"
2021-02-25 07:26:32,"guardianeco",496498,16,"UK's gas power plans risk derailing climate targets, thinktank says https://t.co/H8aKiYlAUk"
2020-06-23 16:19:50,"CarbonEngineer",6339,4,"Join us today at 2pm ET for a panel discussion on the new @rhodium_group report that explores the significant employment and business opportunities that a widespread #DirectAircapture industry could create. @carbon_180 @BPC_Bipartisan https://t.co/eqVFN0lv3N"
